AGNO,COD_DEPE,COD_REG_RBD,COD_ENSE,PROM_GRAL
2022,Municipal,Región de Valparaíso,Educacion Media,5.041458029265371
2022,Municipal,Región de Ñuble,Educacion Basica,5.652006537766032
2022,Municipal,Región de Ñuble,Educacion Media,5.283352217546131
2022,Municipal,Región del Bío-Bío,Educacion Basica,5.621078605604922
2022,Municipal,Región del Bío-Bío,Educacion Media,5.276705746128238
2022,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.544762188092671
2022,Municipal,Región del Libertador Bernardo O'Higgins,Educacion Media,5.229044227406491
2022,Municipal,Región del Maule,Educacion Basica,5.5875642546461055
2022,Municipal,Región del Maule,Educacion Media,5.206859479602942
2022,Particular Pagado,Región Metropolitana de Santiago,Educacion Basica,6.14780527972085
2022,Particular Pagado,Región Metropolitana de Santiago,Educacion Media,5.984456777418407
2022,Particular Pagado,Región de Antofagasta,Educacion Basica,6.1634000852151685
2022,Particular Pagado,Región de Antofagasta,Educacion Media,5.9847307430129515
2022,Particular Pagado,Región de Arica y Parinacota,Educacion Basica,6.426685198054204
2022,Particular Pagado,Región de Arica y Parinacota,Educacion Media,6.1945
2022,Particular Pagado,Región de Atacama,Educacion Basica,6.263985205732778
2022,Particular Pagado,Región de Atacama,Educacion Media,6.052369380315918
2022,Particular Pagado,Región de Coquimbo,Educacion Basica,6.115132480584742
2022,Particular Pagado,Región de Coquimbo,Educacion Media,5.905117270788913
2022,Particular Pagado,Región de La Araucanía,Educacion Basica,6.355078849721706
2022,Particular Pagado,Región de La Araucanía,Educacion Media,6.100168634064081
2022,Particular Pagado,Región de Los Lagos,Educacion Basica,6.1817093086554165
2022,Particular Pagado,Región de Los Lagos,Educacion Media,5.92828409805154
2022,Particular Pagado,Región de Los Ríos,Educacion Basica,6.260598179453837
2022,Particular Pagado,Región de Los Ríos,Educacion Media,6.172331606217616
2022,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.141559454191033
2022,Particular Pagado,Región de Magallanes y Antártica Chilena,Educacion Media,5.857063197026022
2022,Particular Pagado,Región de Tarapacá,Educacion Basica,6.254385964912281
2022,Particular Pagado,Región de Tarapacá,Educacion Media,6.226951219512196
2022,Particular Pagado,Región de Valparaíso,Educacion Basica,6.233295854517012
2022,Particular Pagado,Región de Valparaíso,Educacion Media,6.094610649098175
2022,Particular Pagado,Región de Ñuble,Educacion Basica,6.352083333333334
2022,Particular Pagado,Región de Ñuble,Educacion Media,6.190582959641255
2022,Particular Pagado,Región del Bío-Bío,Educacion Basica,6.2636834383360664
2022,Particular Pagado,Región del Bío-Bío,Educacion Media,5.994092062341428
2022,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Basica,6.308567415730336
2022,Particular Pagado,Región del Libertador Bernardo O'Higgins,Educacion Media,6.054189636163175
2022,Particular Pagado,Región del Maule,Educacion Basica,6.339022746419545
2022,Particular Pagado,Región del Maule,Educacion Media,6.175262135922329
2022,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Basica,5.593400208468786
2022,Particular Subvencionado,Región Metropolitana de Santiago,Educacion Media,5.313682911667516
2022,Particular Subvencionado,Región de Antofagasta,Educacion Basica,5.888199730487671
2022,Particular Subvencionado,Región de Antofagasta,Educacion Media,5.665932228039558
2022,Particular Subvencionado,Región de Arica y Parinacota,Educacion Basica,5.721860028646219
2022,Particular Subvencionado,Región de Arica y Parinacota,Educacion Media,5.388039008342146
2022,Particular Subvencionado,Región de Atacama,Educacion Basica,6.006359227742703
2022,Particular Subvencionado,Región de Atacama,Educacion Media,5.617560477994753
2022,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Basica,5.801281359589964
2022,Particular Subvencionado,Región de Aysén del Gral. Ibañez del Campo,Educacion Media,5.504016584607411
2022,Particular Subvencionado,Región de Coquimbo,Educacion Basica,5.809148882661494
2022,Particular Subvencionado,Región de Coquimbo,Educacion Media,5.530189053935976
2022,Particular Subvencionado,Región de La Araucanía,Educacion Basica,5.562387295217225
2022,Particular Subvencionado,Región de La Araucanía,Educacion Media,5.157132408959317
2022,Particular Subvencionado,Región de Los Lagos,Educacion Basica,5.73975303335222
2022,Particular Subvencionado,Región de Los Lagos,Educacion Media,5.370040171050927
2022,Particular Subvencionado,Región de Los Ríos,Educacion Basica,5.664814814814815
2022,Particular Subvencionado,Región de Los Ríos,Educacion Media,5.276322104701804
2022,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Basica,6.093385214007782
2022,Particular Subvencionado,Región de Magallanes y Antártica Chilena,Educacion Media,5.654287320775935
2022,Particular Subvencionado,Región de Tarapacá,Educacion Basica,5.703455337313605
2022,Particular Subvencionado,Región de Tarapacá,Educacion Media,5.510934565939621
2022,Particular Subvencionado,Región de Valparaíso,Educacion Basica,5.712427408104338
2022,Particular Subvencionado,Región de Valparaíso,Educacion Media,5.497346469017586
2022,Particular Subvencionado,Región de Ñuble,Educacion Basica,5.903335811815601
2022,Particular Subvencionado,Región de Ñuble,Educacion Media,5.590023341113704
2022,Particular Subvencionado,Región del Bío-Bío,Educacion Basica,5.914156694745947
2022,Particular Subvencionado,Región del Bío-Bío,Educacion Media,5.664011213933064
2022,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Basica,5.815795325972455
2022,Particular Subvencionado,Región del Libertador Bernardo O'Higgins,Educacion Media,5.546832322634718
2022,Particular Subvencionado,Región del Maule,Educacion Basica,5.877327493743296
2022,Particular Subvencionado,Región del Maule,Educacion Media,5.519589675711449
